EVENT,RedFighter vs. BlueFighter,FIGHTER,KD,SUB.ATT,REV.,SIG.STR._LANDED,SIG.STR._ATTEMPTS,TOTAL STR._LANDED,TOTAL STR._ATTEMPTS,TD_LANDED,TD_ATTEMPTS,HEAD_LANDED,HEAD_ATTEMPTS,BODY_LANDED,BODY_ATTEMPTS,LEG_LANDED,LEG_ATTEMPTS,DISTANCE_LANDED,DISTANCE_ATTEMPTS,CLINCH_LANDED,CLINCH_ATTEMPTS,GROUND_LANDED,GROUND_ATTEMPTS,TOTAL CTRL IN SEC,ROUND,RedFighter,BlueFighter,CleanEvent,Date
the ultimate fighter: heavy hitters finale,Rafael Dos Anjos vs. Kamaru Usman,Kamaru Usman,0,0,0,130,223,227,334,12,18,95,183,29,34,6,6,48,111,33,43,49,69,0,5,Rafael Dos Anjos,Kamaru Usman,the ultimate fighter heavy hitters finale,30-Nov-18
the ultimate fighter: heavy hitters finale,Rafael Dos Anjos vs. Kamaru Usman,Rafael Dos Anjos,0,2,1,62,112,84,138,0,1,27,74,19,20,16,18,35,83,22,24,5,5,0,5,Rafael Dos Anjos,Kamaru Usman,the ultimate fighter heavy hitters finale,30-Nov-18
the ultimate fighter: heavy hitters finale,Raoni Barcelos vs. Chris Gutierrez,Chris Gutierrez,0,0,0,26,52,32,60,0,1,9,25,0,4,17,23,23,48,0,0,3,4,0,2,Raoni Barcelos,Chris Gutierrez,the ultimate fighter heavy hitters finale,30-Nov-18
the ultimate fighter: heavy hitters finale,Raoni Barcelos vs. Chris Gutierrez,Raoni Barcelos,0,1,0,35,63,83,118,2,2,33,60,0,0,2,3,3,22,0,0,32,41,0,2,Raoni Barcelos,Chris Gutierrez,the ultimate fighter heavy hitters finale,30-Nov-18
the ultimate fighter: heavy hitters finale,Ricky Glenn vs. Kevin Aguilar,Kevin Aguilar,1,0,0,86,168,103,186,0,1,47,124,33,38,6,6,62,134,11,18,13,16,0,3,Ricky Glenn,Kevin Aguilar,the ultimate fighter heavy hitters finale,30-Nov-18
the ultimate fighter: heavy hitters finale,Ricky Glenn vs. Kevin Aguilar,Ricky Glenn,0,0,0,74,187,77,190,0,4,50,149,11,22,13,16,63,171,11,15,0,1,0,3,Ricky Glenn,Kevin Aguilar,the ultimate fighter heavy hitters finale,30-Nov-18
the ultimate fighter: heavy hitters finale,Roosevelt Roberts vs. Darrell Horcher,Darrell Horcher,0,0,0,10,33,19,43,0,1,5,25,5,7,0,1,8,31,2,2,0,0,0,1,Roosevelt Roberts,Darrell Horcher,the ultimate fighter heavy hitters finale,30-Nov-18
the ultimate fighter: heavy hitters finale,Roosevelt Roberts vs. Darrell Horcher,Roosevelt Roberts,0,1,0,16,35,23,42,0,0,10,28,4,5,2,2,15,33,1,2,0,0,0,1,Roosevelt Roberts,Darrell Horcher,the ultimate fighter heavy hitters finale,30-Nov-18
the ultimate fighter: heavy hitters finale,Tim Means vs. Ricky Rainey,Ricky Rainey,0,0,0,6,12,6,12,0,0,6,11,0,1,0,0,6,12,0,0,0,0,0,1,Tim Means,Ricky Rainey,the ultimate fighter heavy hitters finale,30-Nov-18
the ultimate fighter: heavy hitters finale,Tim Means vs. Ricky Rainey,Tim Means,0,0,0,19,32,26,39,2,2,17,30,1,1,1,1,5,14,0,0,14,18,0,1,Tim Means,Ricky Rainey,the ultimate fighter heavy hitters finale,30-Nov-18
the ultimate fighter: heavyweights finale,Brian Stann vs. Rodney Wallace,Brian Stann,0,0,0,36,67,100,134,0,1,15,42,6,10,15,15,11,30,19,26,6,11,0,3,Brian Stann,Rodney Wallace,the ultimate fighter heavyweights finale,5-Dec-09
the ultimate fighter: heavyweights finale,Brian Stann vs. Rodney Wallace,Rodney Wallace,0,2,0,15,35,36,62,7,15,9,27,6,8,0,0,6,19,5,11,4,5,0,3,Brian Stann,Rodney Wallace,the ultimate fighter heavyweights finale,5-Dec-09
the ultimate fighter: heavyweights finale,Frankie Edgar vs. Matt Veach,Frankie Edgar,0,1,0,25,61,36,72,0,3,19,49,5,10,1,2,11,38,2,5,12,18,0,2,Frankie Edgar,Matt Veach,the ultimate fighter heavyweights finale,5-Dec-09
the ultimate fighter: heavyweights finale,Frankie Edgar vs. Matt Veach,Matt Veach,0,0,0,7,42,7,42,3,9,5,39,2,2,0,1,5,35,2,7,0,0,0,2,Frankie Edgar,Matt Veach,the ultimate fighter heavyweights finale,5-Dec-09
the ultimate fighter: heavyweights finale,James McSweeney vs. Darrill Schoonover,Darrill Schoonover,0,1,1,16,48,27,59,0,3,13,35,2,9,1,4,6,34,7,11,3,3,0,3,James McSweeney,Darrill Schoonover,the ultimate fighter heavyweights finale,5-Dec-09
the ultimate fighter: heavyweights finale,James McSweeney vs. Darrill Schoonover,James McSweeney,0,2,2,58,95,103,140,1,2,40,75,14,15,4,5,17,34,10,15,31,46,0,3,James McSweeney,Darrill Schoonover,the ultimate fighter heavyweights finale,5-Dec-09
the ultimate fighter: heavyweights finale,John Howard vs. Dennis Hallman,Dennis Hallman,0,2,2,8,24,47,70,2,4,2,14,6,8,0,2,1,14,1,1,6,9,0,3,John Howard,Dennis Hallman,the ultimate fighter heavyweights finale,5-Dec-09
the ultimate fighter: heavyweights finale,John Howard vs. Dennis Hallman,John Howard,1,0,0,14,22,69,87,2,3,7,14,4,4,3,4,7,11,0,1,7,10,0,3,John Howard,Dennis Hallman,the ultimate fighter heavyweights finale,5-Dec-09
the ultimate fighter: heavyweights finale,Jon Madsen vs. Justin Wren,Jon Madsen,0,0,0,26,100,26,100,0,1,20,93,6,7,0,0,23,95,3,5,0,0,0,3,Jon Madsen,Justin Wren,the ultimate fighter heavyweights finale,5-Dec-09
the ultimate fighter: heavyweights finale,Jon Madsen vs. Justin Wren,Justin Wren,0,0,0,17,159,17,159,0,1,5,139,9,17,3,3,12,147,5,12,0,0,0,3,Jon Madsen,Justin Wren,the ultimate fighter heavyweights finale,5-Dec-09
the ultimate fighter: heavyweights finale,Kevin Ferguson vs. Houston Alexander,Houston Alexander,0,0,0,43,79,61,98,0,0,11,35,0,0,32,44,40,68,1,8,2,3,0,3,Kevin Ferguson,Houston Alexander,the ultimate fighter heavyweights finale,5-Dec-09
the ultimate fighter: heavyweights finale,Kevin Ferguson vs. Houston Alexander,Kevin Ferguson,0,1,0,27,66,36,76,4,4,23,62,4,4,0,0,12,46,4,9,11,11,0,3,Kevin Ferguson,Houston Alexander,the ultimate fighter heavyweights finale,5-Dec-09
the ultimate fighter: heavyweights finale,Mark Bocek vs. Joe Brammer,Joe Brammer,0,0,0,3,19,5,21,0,0,0,14,0,2,3,3,3,19,0,0,0,0,0,1,Mark Bocek,Joe Brammer,the ultimate fighter heavyweights finale,5-Dec-09
the ultimate fighter: heavyweights finale,Mark Bocek vs. Joe Brammer,Mark Bocek,0,1,0,6,16,15,26,2,2,1,11,4,4,1,1,1,10,5,6,0,0,0,1,Mark Bocek,Joe Brammer,the ultimate fighter heavyweights finale,5-Dec-09
the ultimate fighter: heavyweights finale,Matt Hamill vs. Jon Jones,Jon Jones,0,0,0,44,88,55,106,1,1,33,76,7,8,4,4,9,25,2,2,33,61,0,1,Matt Hamill,Jon Jones,the ultimate fighter heavyweights finale,5-Dec-09
the ultimate fighter: heavyweights finale,Matt Hamill vs. Jon Jones,Matt Hamill,0,0,0,5,17,7,19,0,1,2,11,0,0,3,6,5,17,0,0,0,0,0,1,Matt Hamill,Jon Jones,the ultimate fighter heavyweights finale,5-Dec-09
the ultimate fighter: heavyweights finale,Matt Mitrione vs. Marcus Jones,Marcus Jones,0,1,0,10,19,10,19,3,4,6,14,1,2,3,3,6,14,4,5,0,0,0,2,Matt Mitrione,Marcus Jones,the ultimate fighter heavyweights finale,5-Dec-09
the ultimate fighter: heavyweights finale,Matt Mitrione vs. Marcus Jones,Matt Mitrione,1,0,0,14,34,17,37,0,0,6,25,4,4,4,5,5,20,6,10,3,4,0,2,Matt Mitrione,Marcus Jones,the ultimate fighter heavyweights finale,5-Dec-09
the ultimate fighter: heavyweights finale,Roy Nelson vs. Brendan Schaub,Brendan Schaub,0,0,0,12,48,14,50,0,0,12,44,0,4,0,0,9,36,3,12,0,0,0,1,Roy Nelson,Brendan Schaub,the ultimate fighter heavyweights finale,5-Dec-09
the ultimate fighter: heavyweights finale,Roy Nelson vs. Brendan Schaub,Roy Nelson,1,0,0,8,35,9,36,1,2,8,35,0,0,0,0,7,31,0,2,1,2,0,1,Roy Nelson,Brendan Schaub,the ultimate fighter heavyweights finale,5-Dec-09
the ultimate fighter: live finale,Cristiano Marcello vs. Sam Sicilia,Cristiano Marcello,0,0,0,39,90,39,92,0,2,32,80,6,9,1,1,39,90,0,0,0,0,0,2,Cristiano Marcello,Sam Sicilia,the ultimate fighter live finale,1-Jun-12
the ultimate fighter: live finale,Cristiano Marcello vs. Sam Sicilia,Sam Sicilia,0,0,0,33,93,42,103,0,0,23,82,10,10,0,1,23,78,2,4,8,11,0,2,Cristiano Marcello,Sam Sicilia,the ultimate fighter live finale,1-Jun-12
the ultimate fighter: live finale,Daron Cruickshank vs. Chris Tickle,Chris Tickle,0,2,1,16,40,52,82,1,4,11,34,3,4,2,2,11,34,1,1,4,5,0,3,Daron Cruickshank,Chris Tickle,the ultimate fighter live finale,1-Jun-12
the ultimate fighter: live finale,Daron Cruickshank vs. Chris Tickle,Daron Cruickshank,0,0,2,17,30,59,84,4,5,11,21,3,5,3,4,8,21,0,0,9,9,0,3,Daron Cruickshank,Chris Tickle,the ultimate fighter live finale,1-Jun-12
the ultimate fighter: live finale,Jake Ellenberger vs. Martin Kampmann,Jake Ellenberger,1,0,0,19,50,27,64,0,0,15,46,2,2,2,2,13,36,4,4,2,10,0,2,Jake Ellenberger,Martin Kampmann,the ultimate fighter live finale,1-Jun-12
the ultimate fighter: live finale,Jake Ellenberger vs. Martin Kampmann,Martin Kampmann,1,0,0,13,31,16,34,0,1,10,25,3,6,0,0,6,20,6,9,1,2,0,2,Jake Ellenberger,Martin Kampmann,the ultimate fighter live finale,1-Jun-12
the ultimate fighter: live finale,Joe Proctor vs. Jeremy Larsen,Jeremy Larsen,0,0,0,13,29,13,29,0,0,8,22,5,7,0,0,13,29,0,0,0,0,0,1,Joe Proctor,Jeremy Larsen,the ultimate fighter live finale,1-Jun-12
the ultimate fighter: live finale,Joe Proctor vs. Jeremy Larsen,Joe Proctor,1,0,0,10,28,13,31,0,0,8,26,1,1,1,1,7,24,1,2,2,2,0,1,Joe Proctor,Jeremy Larsen,the ultimate fighter live finale,1-Jun-12
the ultimate fighter: live finale,John Albert vs. Erik Perez,Erik Perez,0,1,1,18,26,59,81,0,0,8,15,7,8,3,3,11,16,2,4,5,6,0,1,John Albert,Erik Perez,the ultimate fighter live finale,1-Jun-12
the ultimate fighter: live finale,John Albert vs. Erik Perez,John Albert,0,2,0,6,24,25,44,0,3,3,18,2,5,1,1,4,20,2,4,0,0,0,1,John Albert,Erik Perez,the ultimate fighter live finale,1-Jun-12
the ultimate fighter: live finale,Jonathan Brookins vs. Charles Oliveira,Charles Oliveira,0,1,0,42,76,48,82,1,2,21,52,10,13,11,11,32,63,8,9,2,4,0,2,Jonathan Brookins,Charles Oliveira,the ultimate fighter live finale,1-Jun-12
the ultimate fighter: live finale,Jonathan Brookins vs. Charles Oliveira,Jonathan Brookins,0,1,0,27,74,27,74,1,2,22,63,4,9,1,2,22,64,5,10,0,0,0,2,Jonathan Brookins,Charles Oliveira,the ultimate fighter live finale,1-Jun-12
the ultimate fighter: live finale,Justin Lawrence vs. John Cofer,John Cofer,0,0,0,36,101,39,107,2,4,20,77,11,18,5,6,31,93,5,8,0,0,0,3,Justin Lawrence,John Cofer,the ultimate fighter live finale,1-Jun-12
the ultimate fighter: live finale,Justin Lawrence vs. John Cofer,Justin Lawrence,1,0,0,54,155,59,163,1,3,44,138,8,14,2,3,46,140,5,7,3,8,0,3,Justin Lawrence,John Cofer,the ultimate fighter live finale,1-Jun-12
the ultimate fighter: live finale,Max Holloway vs. Pat Schilling,Max Holloway,1,0,0,118,267,119,268,0,0,86,224,30,41,2,2,105,247,8,13,5,7,0,3,Max Holloway,Pat Schilling,the ultimate fighter live finale,1-Jun-12
the ultimate fighter: live finale,Max Holloway vs. Pat Schilling,Pat Schilling,0,0,0,27,108,27,108,0,17,19,95,5,10,3,3,27,107,0,1,0,0,0,3,Max Holloway,Pat Schilling,the ultimate fighter live finale,1-Jun-12
the ultimate fighter: live finale,Michael Chiesa vs. Al Iaquinta,Al Iaquinta,0,0,0,8,16,8,16,0,0,6,13,1,2,1,1,8,14,0,2,0,0,0,1,Michael Chiesa,Al Iaquinta,the ultimate fighter live finale,1-Jun-12
the ultimate fighter: live finale,Michael Chiesa vs. Al Iaquinta,Michael Chiesa,0,1,0,9,15,9,15,1,3,5,11,1,1,3,3,9,15,0,0,0,0,0,1,Michael Chiesa,Al Iaquinta,the ultimate fighter live finale,1-Jun-12
the ultimate fighter: live finale,Myles Jury vs. Chris Saunders,Chris Saunders,0,0,0,6,27,6,27,1,1,1,14,0,1,5,12,6,27,0,0,0,0,0,1,Myles Jury,Chris Saunders,the ultimate fighter live finale,1-Jun-12
the ultimate fighter: live finale,Myles Jury vs. Chris Saunders,Myles Jury,0,1,0,12,49,12,49,0,0,5,30,2,5,5,14,12,49,0,0,0,0,0,1,Myles Jury,Chris Saunders,the ultimate fighter live finale,1-Jun-12
the ultimate fighter: redemption finale,Angela Hill vs. Ashley Yoder,Angela Hill,0,0,0,47,100,65,118,1,1,20,67,5,9,22,24,41,93,3,3,3,4,0,3,Angela Hill,Ashley Yoder,the ultimate fighter redemption finale,7-Jul-17
the ultimate fighter: redemption finale,Angela Hill vs. Ashley Yoder,Ashley Yoder,0,0,0,26,108,54,137,3,6,11,81,9,21,6,6,25,105,1,3,0,0,0,3,Angela Hill,Ashley Yoder,the ultimate fighter redemption finale,7-Jul-17
the ultimate fighter: redemption finale,Brad Tavares vs. Elias Theodorou,Brad Tavares,0,0,1,31,71,34,74,1,3,18,56,8,9,5,6,17,50,14,21,0,0,0,3,Brad Tavares,Elias Theodorou,the ultimate fighter redemption finale,7-Jul-17
the ultimate fighter: redemption finale,Brad Tavares vs. Elias Theodorou,Elias Theodorou,0,0,0,34,82,64,113,3,7,18,51,6,20,10,11,20,61,13,20,1,1,0,3,Brad Tavares,Elias Theodorou,the ultimate fighter redemption finale,7-Jul-17
the ultimate fighter: redemption finale,Dhiego Lima vs. Jesse Taylor,Dhiego Lima,1,0,0,4,4,6,6,0,0,4,4,0,0,0,0,1,1,0,0,3,3,0,2,Dhiego Lima,Jesse Taylor,the ultimate fighter redemption finale,7-Jul-17
the ultimate fighter: redemption finale,Dhiego Lima vs. Jesse Taylor,Jesse Taylor,0,2,1,21,24,50,59,2,3,21,24,0,0,0,0,1,1,0,0,20,23,0,2,Dhiego Lima,Jesse Taylor,the ultimate fighter redemption finale,7-Jul-17
the ultimate fighter: redemption finale,Ed Herman vs. CB Dollaway,CB Dollaway,0,1,1,54,72,111,134,6,6,38,55,5,6,11,11,15,19,7,8,32,45,0,3,Ed Herman,CB Dollaway,the ultimate fighter redemption finale,7-Jul-17
the ultimate fighter: redemption finale,Ed Herman vs. CB Dollaway,Ed Herman,0,3,1,24,41,48,68,1,1,21,38,3,3,0,0,13,25,1,1,10,15,0,3,Ed Herman,CB Dollaway,the ultimate fighter redemption finale,7-Jul-17
the ultimate fighter: redemption finale,Gray Maynard vs. Teruto Ishihara,Gray Maynard,0,2,0,16,24,37,46,11,11,8,15,8,9,0,0,1,3,3,4,12,17,0,3,Gray Maynard,Teruto Ishihara,the ultimate fighter redemption finale,7-Jul-17
the ultimate fighter: redemption finale,Gray Maynard vs. Teruto Ishihara,Teruto Ishihara,0,0,0,8,13,14,19,0,0,3,7,5,6,0,0,4,8,3,4,1,1,0,3,Gray Maynard,Teruto Ishihara,the ultimate fighter redemption finale,7-Jul-17
the ultimate fighter: redemption finale,James Krause vs. Tom Gallicchio,James Krause,0,0,0,106,188,113,201,0,0,102,183,3,4,1,1,105,185,1,3,0,0,0,3,James Krause,Tom Gallicchio,the ultimate fighter redemption finale,7-Jul-17
the ultimate fighter: redemption finale,James Krause vs. Tom Gallicchio,Tom Gallicchio,0,0,0,53,200,57,204,1,9,24,158,17,30,12,12,51,196,2,4,0,0,0,3,James Krause,Tom Gallicchio,the ultimate fighter redemption finale,7-Jul-17
the ultimate fighter: redemption finale,Jared Cannonier vs. Nick Roehrick,Jared Cannonier,0,0,0,84,150,86,152,1,1,75,140,5,6,4,4,57,118,18,23,9,9,0,3,Jared Cannonier,Nick Roehrick,the ultimate fighter redemption finale,7-Jul-17
the ultimate fighter: redemption finale,Jared Cannonier vs. Nick Roehrick,Nick Roehrick,0,0,0,28,160,29,161,0,0,22,141,6,19,0,0,25,152,3,8,0,0,0,3,Jared Cannonier,Nick Roehrick,the ultimate fighter redemption finale,7-Jul-17
the ultimate fighter: redemption finale,Jordan Johnson vs. Marcel Fortuna,Jordan Johnson,0,0,0,42,139,47,145,2,6,39,131,3,6,0,2,35,124,1,5,6,10,0,3,Jordan Johnson,Marcel Fortuna,the ultimate fighter redemption finale,7-Jul-17
the ultimate fighter: redemption finale,Jordan Johnson vs. Marcel Fortuna,Marcel Fortuna,0,0,0,53,103,62,112,0,3,28,74,14,17,11,12,51,100,2,3,0,0,0,3,Jordan Johnson,Marcel Fortuna,the ultimate fighter redemption finale,7-Jul-17
the ultimate fighter: redemption finale,Marc Diakiese vs. Drakkar Klose,Drakkar Klose,0,0,0,39,79,84,136,3,7,10,43,10,14,19,22,25,53,9,14,5,12,0,3,Marc Diakiese,Drakkar Klose,the ultimate fighter redemption finale,7-Jul-17
the ultimate fighter: redemption finale,Marc Diakiese vs. Drakkar Klose,Marc Diakiese,0,0,1,34,77,63,107,2,6,12,46,16,23,6,8,24,65,8,10,2,2,0,3,Marc Diakiese,Drakkar Klose,the ultimate fighter redemption finale,7-Jul-17
the ultimate fighter: redemption finale,Michael Johnson vs. Justin Gaethje,Justin Gaethje,0,0,0,104,174,104,174,0,0,62,124,6,8,36,42,77,138,27,36,0,0,0,2,Michael Johnson,Justin Gaethje,the ultimate fighter redemption finale,7-Jul-17
the ultimate fighter: redemption finale,Michael Johnson vs. Justin Gaethje,Michael Johnson,0,0,0,91,200,91,200,1,3,47,146,40,48,4,6,78,176,12,21,1,3,0,2,Michael Johnson,Justin Gaethje,the ultimate fighter redemption finale,7-Jul-17
the ultimate fighter: redemption finale,Tecia Torres vs. Juliana Lima,Juliana Lima,0,0,0,6,31,14,39,1,3,1,23,2,4,3,4,3,25,3,4,0,2,0,2,Tecia Torres,Juliana Lima,the ultimate fighter redemption finale,7-Jul-17
the ultimate fighter: redemption finale,Tecia Torres vs. Juliana Lima,Tecia Torres,0,1,0,15,23,26,34,0,7,5,11,4,5,6,7,8,14,6,7,1,2,0,2,Tecia Torres,Juliana Lima,the ultimate fighter redemption finale,7-Jul-17
the ultimate fighter: team bisping vs team miller finale,Bryan Caraway vs. Dustin Neace,Bryan Caraway,0,1,0,23,53,32,65,3,3,13,41,2,4,8,8,22,52,0,0,1,1,0,2,Bryan Caraway,Dustin Neace,the ultimate fighter team bisping vs team miller finale,3-Dec-11
the ultimate fighter: team bisping vs team miller finale,Bryan Caraway vs. Dustin Neace,Dustin Neace,0,1,0,18,55,35,72,0,1,10,47,4,4,4,4,15,51,0,1,3,3,0,2,Bryan Caraway,Dustin Neace,the ultimate fighter team bisping vs team miller finale,3-Dec-11
the ultimate fighter: team bisping vs team miller finale,Diego Brandao vs. Dennis Bermudez,Dennis Bermudez,1,0,0,25,78,31,84,1,1,22,75,3,3,0,0,11,43,4,8,10,27,0,1,Diego Brandao,Dennis Bermudez,the ultimate fighter team bisping vs team miller finale,3-Dec-11
the ultimate fighter: team bisping vs team miller finale,Diego Brandao vs. Dennis Bermudez,Diego Brandao,1,1,0,19,39,23,43,1,1,10,27,7,8,2,4,15,33,2,4,2,2,0,1,Diego Brandao,Dennis Bermudez,the ultimate fighter team bisping vs team miller finale,3-Dec-11
the ultimate fighter: team bisping vs team miller finale,Dustin Pague vs. John Albert,Dustin Pague,0,0,0,3,10,3,10,0,0,1,7,1,2,1,1,3,10,0,0,0,0,0,1,Dustin Pague,John Albert,the ultimate fighter team bisping vs team miller finale,3-Dec-11
the ultimate fighter: team bisping vs team miller finale,Dustin Pague vs. John Albert,John Albert,1,0,0,21,34,36,49,0,0,19,29,1,4,1,1,7,17,0,0,14,17,0,1,Dustin Pague,John Albert,the ultimate fighter team bisping vs team miller finale,3-Dec-11
the ultimate fighter: team bisping vs team miller finale,Louis Gaudinot vs. Johnny Bedford,Johnny Bedford,1,0,0,82,140,155,229,4,6,50,102,29,35,3,3,10,34,19,23,53,83,0,3,Louis Gaudinot,Johnny Bedford,the ultimate fighter team bisping vs team miller finale,3-Dec-11
the ultimate fighter: team bisping vs team miller finale,Louis Gaudinot vs. Johnny Bedford,Louis Gaudinot,0,0,0,6,29,18,41,0,2,3,23,0,0,3,6,2,20,4,9,0,0,0,3,Louis Gaudinot,Johnny Bedford,the ultimate fighter team bisping vs team miller finale,3-Dec-11
the ultimate fighter: team bisping vs team miller finale,Marcus Brimage vs. Stephen Bass,Marcus Brimage,0,0,0,88,197,99,211,1,1,61,159,13,21,14,17,79,181,9,16,0,0,0,3,Marcus Brimage,Stephen Bass,the ultimate fighter team bisping vs team miller finale,3-Dec-11
the ultimate fighter: team bisping vs team miller finale,Marcus Brimage vs. Stephen Bass,Stephen Bass,0,0,0,73,140,78,145,0,6,39,101,24,26,10,13,59,126,13,13,1,1,0,3,Marcus Brimage,Stephen Bass,the ultimate fighter team bisping vs team miller finale,3-Dec-11
the ultimate fighter: team bisping vs team miller finale,Michael Bisping vs. Jason Miller,Jason Miller,0,0,0,27,119,38,131,1,11,17,106,8,11,2,2,20,105,4,11,3,3,0,3,Michael Bisping,Jason Miller,the ultimate fighter team bisping vs team miller finale,3-Dec-11
the ultimate fighter: team bisping vs team miller finale,Michael Bisping vs. Jason Miller,Michael Bisping,0,0,0,102,192,150,244,0,0,86,174,12,14,4,4,65,137,11,17,26,38,0,3,Michael Bisping,Jason Miller,the ultimate fighter team bisping vs team miller finale,3-Dec-11
the ultimate fighter: team bisping vs team miller finale,Roland Delorme vs. Josh Ferguson,Josh Ferguson,0,0,1,34,58,50,80,0,1,25,48,7,8,2,2,27,51,2,2,5,5,0,3,Roland Delorme,Josh Ferguson,the ultimate fighter team bisping vs team miller finale,3-Dec-11
the ultimate fighter: team bisping vs team miller finale,Roland Delorme vs. Josh Ferguson,Roland Delorme,1,2,1,36,53,86,104,2,5,16,32,15,16,5,5,21,37,8,8,7,8,0,3,Roland Delorme,Josh Ferguson,the ultimate fighter team bisping vs team miller finale,3-Dec-11
the ultimate fighter: team bisping vs team miller finale,Steven Siler vs. Josh Clopton,Josh Clopton,0,0,0,43,62,84,105,4,6,18,36,13,13,12,13,17,33,20,22,6,7,0,3,Steven Siler,Josh Clopton,the ultimate fighter team bisping vs team miller finale,3-Dec-11
the ultimate fighter: team bisping vs team miller finale,Steven Siler vs. Josh Clopton,Steven Siler,0,2,0,72,133,133,196,0,1,36,92,30,33,6,8,22,72,50,61,0,0,0,3,Steven Siler,Josh Clopton,the ultimate fighter team bisping vs team miller finale,3-Dec-11
the ultimate fighter: team bisping vs team miller finale,TJ Dillashaw vs. John Dodson,John Dodson,1,0,0,7,24,8,25,0,0,6,21,0,1,1,2,5,22,0,0,2,2,0,1,TJ Dillashaw,John Dodson,the ultimate fighter team bisping vs team miller finale,3-Dec-11
the ultimate fighter: team bisping vs team miller finale,TJ Dillashaw vs. John Dodson,TJ Dillashaw,0,0,0,2,21,2,21,0,0,0,13,1,4,1,4,2,21,0,0,0,0,0,1,TJ Dillashaw,John Dodson,the ultimate fighter team bisping vs team miller finale,3-Dec-11
the ultimate fighter: team bisping vs team miller finale,Tony Ferguson vs. Yves Edwards,Tony Ferguson,0,1,0,61,232,62,234,1,1,38,199,6,10,17,23,54,219,7,13,0,0,0,3,Tony Ferguson,Yves Edwards,the ultimate fighter team bisping vs team miller finale,3-Dec-11
